Country,Commodity,Measure,Unit of measure,Year,Value
Nigeria,Roots and tubers,Area harvested,Hectares,2017,15169.037
Nigeria,Cottonseed,Production,Tonnes,2018,51.1727
Nigeria,Wheat,Area harvested,Hectares,2018,35
Nigeria,Roots and tubers,Production,Tonnes,2018,31589.0604
Nigeria,Wheat,Production,Tonnes,2018,74
Nigeria,Cottonseed,Exports,Tonnes,2018,28.8708
Nigeria,Cottonseed,Area harvested,Hectares,2018,250.1899
Nigeria,Roots and tubers,Exports,Tonnes,2018,4.2104
Nigeria,Wheat,Exports,Tonnes,2018,599.985
Nigeria,Roots and tubers,Area harvested,Hectares,2018,15642.6
Nigeria,Cottonseed,Production,Tonnes,2019,44.4
Nigeria,Wheat,Area harvested,Hectares,2019,43
Nigeria,Roots and tubers,Production,Tonnes,2019,32536.7322
Nigeria,Wheat,Production,Tonnes,2019,63
Nigeria,Cottonseed,Exports,Tonnes,2019,23.2982
Nigeria,Cottonseed,Area harvested,Hectares,2019,130
Nigeria,Roots and tubers,Exports,Tonnes,2019,4.3471
Nigeria,Wheat,Exports,Tonnes,2019,599.9856
Nigeria,Roots and tubers,Area harvested,Hectares,2019,15964.2547
Nigeria,Cottonseed,Production,Tonnes,2020,90.1808
Nigeria,Wheat,Area harvested,Hectares,2020,38
Nigeria,Roots and tubers,Production,Tonnes,2020,33512.8342
Nigeria,Wheat,Production,Tonnes,2020,58
Nigeria,Cottonseed,Exports,Tonnes,2020,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2020,264
Nigeria,Roots and tubers,Exports,Tonnes,2020,4.4881
Nigeria,Wheat,Exports,Tonnes,2020,599.9856
Nigeria,Roots and tubers,Area harvested,Hectares,2020,16292.5236
Nigeria,Cottonseed,Production,Tonnes,2021,90.1808
Nigeria,Wheat,Area harvested,Hectares,2021,37.5547
Nigeria,Roots and tubers,Production,Tonnes,2021,34222.2138
Nigeria,Wheat,Production,Tonnes,2021,64.8522
Nigeria,Cottonseed,Exports,Tonnes,2021,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2021,264
Nigeria,Roots and tubers,Exports,Tonnes,2021,4.8086
Nigeria,Wheat,Exports,Tonnes,2021,578.0015
Nigeria,Roots and tubers,Area harvested,Hectares,2021,16394.7377
Nigeria,Cottonseed,Production,Tonnes,2022,90.1808
Nigeria,Wheat,Area harvested,Hectares,2022,37.6131
Nigeria,Roots and tubers,Production,Tonnes,2022,34795.8575
Nigeria,Wheat,Production,Tonnes,2022,65.7315
Nigeria,Cottonseed,Exports,Tonnes,2022,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2022,264
Nigeria,Roots and tubers,Exports,Tonnes,2022,4.8303
Nigeria,Wheat,Exports,Tonnes,2022,565.5769
Nigeria,Roots and tubers,Area harvested,Hectares,2022,16517.0398
Nigeria,Cottonseed,Production,Tonnes,2023,90.1808
Nigeria,Wheat,Area harvested,Hectares,2023,37.4735
Nigeria,Roots and tubers,Production,Tonnes,2023,35586.0108
Nigeria,Wheat,Production,Tonnes,2023,66.2211
Nigeria,Cottonseed,Exports,Tonnes,2023,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2023,264
Nigeria,Roots and tubers,Exports,Tonnes,2023,4.9541
Nigeria,Wheat,Exports,Tonnes,2023,554.2887
Nigeria,Roots and tubers,Area harvested,Hectares,2023,16653.2524
Nigeria,Cottonseed,Production,Tonnes,2024,90.1808
Nigeria,Wheat,Area harvested,Hectares,2024,37.7189
Nigeria,Roots and tubers,Production,Tonnes,2024,36292.8678
Nigeria,Wheat,Production,Tonnes,2024,67.6441
Nigeria,Cottonseed,Exports,Tonnes,2024,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2024,264
Nigeria,Roots and tubers,Exports,Tonnes,2024,4.9923
Nigeria,Wheat,Exports,Tonnes,2024,542.1553
Nigeria,Roots and tubers,Area harvested,Hectares,2024,16786.146
Nigeria,Wheat,Area harvested,Hectares,2025,37.3965
Nigeria,Cottonseed,Production,Tonnes,2025,90.1808
Nigeria,Roots and tubers,Production,Tonnes,2025,37071.2225
Nigeria,Wheat,Production,Tonnes,2025,67.9463
Nigeria,Cottonseed,Exports,Tonnes,2025,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2025,264
Nigeria,Roots and tubers,Exports,Tonnes,2025,5.0313
Nigeria,Wheat,Exports,Tonnes,2025,530.7714
Nigeria,Roots and tubers,Area harvested,Hectares,2025,16924.7921
Nigeria,Cottonseed,Production,Tonnes,2026,90.1808
Nigeria,Wheat,Area harvested,Hectares,2026,37.3218
Nigeria,Roots and tubers,Production,Tonnes,2026,37862.0768
Nigeria,Wheat,Production,Tonnes,2026,68.7796
Nigeria,Cottonseed,Exports,Tonnes,2026,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2026,264
Nigeria,Roots and tubers,Exports,Tonnes,2026,5.0609
Nigeria,Wheat,Exports,Tonnes,2026,519.112
Nigeria,Roots and tubers,Area harvested,Hectares,2026,17065.9087
Nigeria,Cottonseed,Production,Tonnes,2027,90.1808
Nigeria,Wheat,Area harvested,Hectares,2027,37.1799
Nigeria,Roots and tubers,Production,Tonnes,2027,38624.7489
Nigeria,Wheat,Production,Tonnes,2027,69.4592
Nigeria,Cottonseed,Exports,Tonnes,2027,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2027,264
Nigeria,Roots and tubers,Exports,Tonnes,2027,5.1084
Nigeria,Wheat,Exports,Tonnes,2027,507.8407
Nigeria,Roots and tubers,Area harvested,Hectares,2027,17205.8722
Nigeria,Cottonseed,Production,Tonnes,2028,90.1808
Nigeria,Wheat,Area harvested,Hectares,2028,36.9886
Nigeria,Roots and tubers,Production,Tonnes,2028,39434.363
Nigeria,Wheat,Production,Tonnes,2028,70.0526
Nigeria,Cottonseed,Exports,Tonnes,2028,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2028,264
Nigeria,Roots and tubers,Exports,Tonnes,2028,5.1493
Nigeria,Wheat,Exports,Tonnes,2028,496.8695
Nigeria,Roots and tubers,Area harvested,Hectares,2028,17350.9472
Nigeria,Cottonseed,Production,Tonnes,2029,90.1808
Nigeria,Wheat,Area harvested,Hectares,2029,36.7647
Nigeria,Roots and tubers,Production,Tonnes,2029,40259.2442
Nigeria,Wheat,Production,Tonnes,2029,70.5978
Nigeria,Cottonseed,Exports,Tonnes,2029,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2029,264
Nigeria,Roots and tubers,Exports,Tonnes,2029,5.2162
Nigeria,Wheat,Exports,Tonnes,2029,485.9155
Nigeria,Roots and tubers,Area harvested,Hectares,2029,17497.8815
Nigeria,Cottonseed,Production,Tonnes,2030,90.1808
Nigeria,Wheat,Area harvested,Hectares,2030,36.444
Nigeria,Roots and tubers,Production,Tonnes,2030,41104.5321
Nigeria,Wheat,Production,Tonnes,2030,70.941
Nigeria,Cottonseed,Exports,Tonnes,2030,35.7541
Nigeria,Cottonseed,Area harvested,Hectares,2030,264
Nigeria,Roots and tubers,Exports,Tonnes,2030,5.2568
Nigeria,Wheat,Exports,Tonnes,2030,475.2231
Nigeria,Roots and tubers,Area harvested,Hectares,2030,17646.451
Norway,Wheat,Area harvested,Hectares,2015,85.5786
Norway,Wheat,Exports,Tonnes,2015,5
Norway,Wheat,Production,Tonnes,2015,491.442
Norway,Roots and tubers,Production,Tonnes,2015,59.8412
Norway,Cottonseed,Exports,Tonnes,2015,1
Norway,Cottonseed,Area harvested,Hectares,2015,0
Norway,Cottonseed,Production,Tonnes,2015,1
Norway,Roots and tubers,Exports,Tonnes,2015,0.0178
Norway,Roots and tubers,Area harvested,Hectares,2015,11.836
Norway,Wheat,Area harvested,Hectares,2016,85.8581
Norway,Wheat,Exports,Tonnes,2016,5
Norway,Wheat,Production,Tonnes,2016,485.0442
Norway,Roots and tubers,Production,Tonnes,2016,58.046
Norway,Cottonseed,Exports,Tonnes,2016,1
Norway,Cottonseed,Area harvested,Hectares,2016,0
Norway,Cottonseed,Production,Tonnes,2016,1
Norway,Roots and tubers,Exports,Tonnes,2016,0.0177
Norway,Roots and tubers,Area harvested,Hectares,2016,11.984
Norway,Wheat,Area harvested,Hectares,2017,86.1376
Norway,Wheat,Exports,Tonnes,2017,5
Norway,Wheat,Production,Tonnes,2017,478.6463
Norway,Roots and tubers,Production,Tonnes,2017,56.3046
Norway,Cottonseed,Exports,Tonnes,2017,1
Norway,Cottonseed,Area harvested,Hectares,2017,0
Norway,Cottonseed,Production,Tonnes,2017,1
Norway,Roots and tubers,Exports,Tonnes,2017,0.0176
Norway,Roots and tubers,Area harvested,Hectares,2017,11.728
Norway,Wheat,Area harvested,Hectares,2018,86.4172
Norway,Wheat,Exports,Tonnes,2018,5
Norway,Wheat,Production,Tonnes,2018,472.2485
Norway,Roots and tubers,Production,Tonnes,2018,54.6155
Norway,Cottonseed,Exports,Tonnes,2018,1
Norway,Cottonseed,Area harvested,Hectares,2018,0
Norway,Cottonseed,Production,Tonnes,2018,1
Norway,Roots and tubers,Exports,Tonnes,2018,0.0175
Norway,Roots and tubers,Area harvested,Hectares,2018,11.614
Norway,Wheat,Area harvested,Hectares,2019,86.6967
Norway,Wheat,Exports,Tonnes,2019,5
Norway,Wheat,Production,Tonnes,2019,465.8506
Norway,Roots and tubers,Production,Tonnes,2019,52.977
Norway,Cottonseed,Exports,Tonnes,2019,1
Norway,Cottonseed,Area harvested,Hectares,2019,0
Norway,Cottonseed,Production,Tonnes,2019,1
Norway,Roots and tubers,Exports,Tonnes,2019,0.0174
Norway,Roots and tubers,Area harvested,Hectares,2019,11.4219
Norway,Wheat,Area harvested,Hectares,2020,93.3657
Norway,Wheat,Exports,Tonnes,2020,5
Norway,Wheat,Production,Tonnes,2020,468.9667
Norway,Roots and tubers,Production,Tonnes,2020,51.3877
Norway,Cottonseed,Exports,Tonnes,2020,1
Norway,Cottonseed,Area harvested,Hectares,2020,0
Norway,Cottonseed,Production,Tonnes,2020,1
Norway,Roots and tubers,Exports,Tonnes,2020,0.017
Norway,Roots and tubers,Area harvested,Hectares,2020,11.2331
Norway,Wheat,Area harvested,Hectares,2021,91.5106
Norway,Wheat,Exports,Tonnes,2021,5
Norway,Wheat,Production,Tonnes,2021,483.8164
Norway,Roots and tubers,Production,Tonnes,2021,51.2281
Norway,Cottonseed,Exports,Tonnes,2021,1
Norway,Cottonseed,Area harvested,Hectares,2021,0
Norway,Cottonseed,Production,Tonnes,2021,1
Norway,Roots and tubers,Exports,Tonnes,2021,0.017
Norway,Roots and tubers,Area harvested,Hectares,2021,11.0442
Norway,Wheat,Area harvested,Hectares,2022,89.6015
Norway,Wheat,Exports,Tonnes,2022,5
Norway,Wheat,Production,Tonnes,2022,477.0764
Norway,Roots and tubers,Production,Tonnes,2022,50.4793
Norway,Cottonseed,Exports,Tonnes,2022,1
Norway,Cottonseed,Area harvested,Hectares,2022,0
Norway,Cottonseed,Production,Tonnes,2022,1
Norway,Roots and tubers,Exports,Tonnes,2022,0.017
Norway,Roots and tubers,Area harvested,Hectares,2022,10.8725
Norway,Wheat,Area harvested,Hectares,2023,87.8276
Norway,Wheat,Exports,Tonnes,2023,5
Norway,Wheat,Production,Tonnes,2023,471.5329
Norway,Roots and tubers,Production,Tonnes,2023,49.3477
Norway,Cottonseed,Exports,Tonnes,2023,1
Norway,Cottonseed,Area harvested,Hectares,2023,0
Norway,Cottonseed,Production,Tonnes,2023,1
Norway,Roots and tubers,Exports,Tonnes,2023,0.017
Norway,Roots and tubers,Area harvested,Hectares,2023,10.6539
Norway,Wheat,Area harvested,Hectares,2024,88.1358
Norway,Wheat,Exports,Tonnes,2024,5
Norway,Wheat,Production,Tonnes,2024,476.2671
Norway,Roots and tubers,Production,Tonnes,2024,48.3568
Norway,Cottonseed,Exports,Tonnes,2024,1
Norway,Cottonseed,Area harvested,Hectares,2024,0
Norway,Cottonseed,Production,Tonnes,2024,1
Norway,Roots and tubers,Exports,Tonnes,2024,0.017
Norway,Roots and tubers,Area harvested,Hectares,2024,10.4573
Norway,Cottonseed,Area harvested,Hectares,2025,0
Norway,Wheat,Area harvested,Hectares,2025,88.3859
Norway,Wheat,Exports,Tonnes,2025,5
Norway,Wheat,Production,Tonnes,2025,480.4797
Norway,Roots and tubers,Production,Tonnes,2025,47.4214
Norway,Cottonseed,Exports,Tonnes,2025,1
Norway,Cottonseed,Production,Tonnes,2025,1
Norway,Roots and tubers,Exports,Tonnes,2025,0.017
Norway,Roots and tubers,Area harvested,Hectares,2025,10.2675
Norway,Wheat,Area harvested,Hectares,2026,88.6313
Norway,Wheat,Exports,Tonnes,2026,5
Norway,Wheat,Production,Tonnes,2026,485.1689
Norway,Roots and tubers,Production,Tonnes,2026,46.6265
Norway,Cottonseed,Exports,Tonnes,2026,1
Norway,Cottonseed,Area harvested,Hectares,2026,0
Norway,Cottonseed,Production,Tonnes,2026,1
Norway,Roots and tubers,Exports,Tonnes,2026,0.017
Norway,Roots and tubers,Area harvested,Hectares,2026,10.1
Norway,Wheat,Area harvested,Hectares,2027,88.9217
Norway,Wheat,Exports,Tonnes,2027,5
Norway,Wheat,Production,Tonnes,2027,490.3055
Norway,Roots and tubers,Production,Tonnes,2027,45.6863
Norway,Cottonseed,Exports,Tonnes,2027,1
Norway,Cottonseed,Production,Tonnes,2027,1
Norway,Roots and tubers,Exports,Tonnes,2027,0.017
Norway,Roots and tubers,Area harvested,Hectares,2027,9.9107
Norway,Cottonseed,Area harvested,Hectares,2027,0
Norway,Wheat,Area harvested,Hectares,2028,89.2357
Norway,Wheat,Exports,Tonnes,2028,5
Norway,Wheat,Production,Tonnes,2028,495.4876
Norway,Roots and tubers,Production,Tonnes,2028,44.7855
Norway,Cottonseed,Exports,Tonnes,2028,1
Norway,Cottonseed,Area harvested,Hectares,2028,0
Norway,Cottonseed,Production,Tonnes,2028,1
Norway,Roots and tubers,Exports,Tonnes,2028,0.017
Norway,Roots and tubers,Area harvested,Hectares,2028,9.7208
Norway,Wheat,Area harvested,Hectares,2029,89.5515
Norway,Wheat,Exports,Tonnes,2029,5
Norway,Wheat,Production,Tonnes,2029,500.7082
Norway,Roots and tubers,Production,Tonnes,2029,43.7947
Norway,Cottonseed,Exports,Tonnes,2029,1
Norway,Cottonseed,Area harvested,Hectares,2029,0
Norway,Cottonseed,Production,Tonnes,2029,1
Norway,Roots and tubers,Exports,Tonnes,2029,0.017
Norway,Roots and tubers,Area harvested,Hectares,2029,9.5174
Norway,Wheat,Area harvested,Hectares,2030,89.8248
Norway,Wheat,Exports,Tonnes,2030,5
Norway,Wheat,Production,Tonnes,2030,505.5373
Norway,Roots and tubers,Production,Tonnes,2030,42.9133
Norway,Cottonseed,Exports,Tonnes,2030,1
Norway,Cottonseed,Area harvested,Hectares,2030,0
Norway,Cottonseed,Production,Tonnes,2030,1
Norway,Roots and tubers,Exports,Tonnes,2030,0.017
Norway,Roots and tubers,Area harvested,Hectares,2030,9.3312
Pakistan,Roots and tubers,Production,Tonnes,2015,938.3342
Pakistan,Cottonseed,Production,Tonnes,2015,1537
Pakistan,Roots and tubers,Exports,Tonnes,2015,103.2201
Pakistan,Wheat,Production,Tonnes,2015,25086.174
Pakistan,Cottonseed,Exports,Tonnes,2015,49.6
Pakistan,Cottonseed,Area harvested,Hectares,2015,2901.98
Pakistan,Wheat,Area harvested,Hectares,2015,9203.874
Pakistan,Wheat,Exports,Tonnes,2015,749.9664
Pakistan,Roots and tubers,Area harvested,Hectares,2015,203.587
Pakistan,Roots and tubers,Production,Tonnes,2016,966.4842
Pakistan,Cottonseed,Production,Tonnes,2016,1663
Pakistan,Roots and tubers,Exports,Tonnes,2016,106.4254
Pakistan,Wheat,Production,Tonnes,2016,25633
Pakistan,Cottonseed,Exports,Tonnes,2016,24
Pakistan,Cottonseed,Area harvested,Hectares,2016,2495.7028
Pakistan,Wheat,Area harvested,Hectares,2016,9224
Pakistan,Wheat,Exports,Tonnes,2016,649.9717
Pakistan,Roots and tubers,Area harvested,Hectares,2016,211.639
Pakistan,Roots and tubers,Production,Tonnes,2017,995.4788
Pakistan,Cottonseed,Production,Tonnes,2017,1795.22
Pakistan,Roots and tubers,Exports,Tonnes,2017,109.2342
Pakistan,Wheat,Production,Tonnes,2017,26674
Pakistan,Cottonseed,Exports,Tonnes,2017,35.14
Pakistan,Cottonseed,Area harvested,Hectares,2017,2665
Pakistan,Wheat,Area harvested,Hectares,2017,8972
Pakistan,Wheat,Exports,Tonnes,2017,795.0455
Pakistan,Roots and tubers,Area harvested,Hectares,2017,214.166
Pakistan,Roots and tubers,Production,Tonnes,2018,1025.3431
Pakistan,Cottonseed,Production,Tonnes,2018,1670
Pakistan,Roots and tubers,Exports,Tonnes,2018,112.3231
Pakistan,Wheat,Production,Tonnes,2018,25076
Pakistan,Cottonseed,Exports,Tonnes,2018,15.69
Pakistan,Cottonseed,Area harvested,Hectares,2018,2325
Pakistan,Wheat,Area harvested,Hectares,2018,8797
Pakistan,Wheat,Exports,Tonnes,2018,994.397
Pakistan,Roots and tubers,Area harvested,Hectares,2018,228.874
Pakistan,Roots and tubers,Production,Tonnes,2019,1056.1034
Pakistan,Cottonseed,Production,Tonnes,2019,1320
Pakistan,Roots and tubers,Exports,Tonnes,2019,115.9723
Pakistan,Wheat,Production,Tonnes,2019,24358
Pakistan,Cottonseed,Exports,Tonnes,2019,9.46
Pakistan,Cottonseed,Area harvested,Hectares,2019,2432
Pakistan,Wheat,Area harvested,Hectares,2019,8740
Pakistan,Wheat,Exports,Tonnes,2019,49.997
Pakistan,Roots and tubers,Area harvested,Hectares,2019,233.6145
Pakistan,Roots and tubers,Production,Tonnes,2020,1087.7865
Pakistan,Cottonseed,Production,Tonnes,2020,1188.193
Pakistan,Roots and tubers,Exports,Tonnes,2020,119.2843
Pakistan,Wheat,Production,Tonnes,2020,25250
Pakistan,Cottonseed,Exports,Tonnes,2020,9.46
Pakistan,Cottonseed,Area harvested,Hectares,2020,2188.8
Pakistan,Wheat,Area harvested,Hectares,2020,8802
Pakistan,Wheat,Exports,Tonnes,2020,49.9967
Pakistan,Roots and tubers,Area harvested,Hectares,2020,238.4532
Pakistan,Roots and tubers,Production,Tonnes,2021,1108.1211
Pakistan,Cottonseed,Production,Tonnes,2021,1207.2818
Pakistan,Roots and tubers,Exports,Tonnes,2021,129.2087
Pakistan,Wheat,Production,Tonnes,2021,26019.7386
Pakistan,Cottonseed,Exports,Tonnes,2021,9.4499
Pakistan,Cottonseed,Area harvested,Hectares,2021,2199.7665
Pakistan,Wheat,Area harvested,Hectares,2021,8854.409
Pakistan,Wheat,Exports,Tonnes,2021,55.0088
Pakistan,Roots and tubers,Area harvested,Hectares,2021,238.3566
Pakistan,Roots and tubers,Production,Tonnes,2022,1133.1506
Pakistan,Cottonseed,Production,Tonnes,2022,1226.254
Pakistan,Roots and tubers,Exports,Tonnes,2022,118.1705
Pakistan,Wheat,Production,Tonnes,2022,26071.7873
Pakistan,Cottonseed,Exports,Tonnes,2022,9.4399
Pakistan,Cottonseed,Area harvested,Hectares,2022,2210.5597
Pakistan,Wheat,Area harvested,Hectares,2022,8799.8366
Pakistan,Wheat,Exports,Tonnes,2022,50.4489
Pakistan,Roots and tubers,Area harvested,Hectares,2022,240.6212
Pakistan,Roots and tubers,Production,Tonnes,2023,1168.1424
Pakistan,Cottonseed,Production,Tonnes,2023,1245.3386
Pakistan,Roots and tubers,Exports,Tonnes,2023,122.9109
Pakistan,Wheat,Production,Tonnes,2023,26564.3804
Pakistan,Cottonseed,Exports,Tonnes,2023,9.4318
Pakistan,Cottonseed,Area harvested,Hectares,2023,2220.9067
Pakistan,Wheat,Area harvested,Hectares,2023,8828.6759
Pakistan,Wheat,Exports,Tonnes,2023,51.7241
Pakistan,Roots and tubers,Area harvested,Hectares,2023,243.2552
Pakistan,Roots and tubers,Production,Tonnes,2024,1196.6053
Pakistan,Cottonseed,Production,Tonnes,2024,1264.9351
Pakistan,Roots and tubers,Exports,Tonnes,2024,120.878
Pakistan,Wheat,Production,Tonnes,2024,27014.9784
Pakistan,Cottonseed,Exports,Tonnes,2024,9.4246
Pakistan,Cottonseed,Area harvested,Hectares,2024,2231.3492
Pakistan,Wheat,Area harvested,Hectares,2024,8843.1858
Pakistan,Wheat,Exports,Tonnes,2024,50.5459
Pakistan,Roots and tubers,Area harvested,Hectares,2024,245.2944
Pakistan,Wheat,Area harvested,Hectares,2025,8860.4942
Pakistan,Roots and tubers,Production,Tonnes,2025,1226.7404
Pakistan,Cottonseed,Production,Tonnes,2025,1285.0988
Pakistan,Roots and tubers,Exports,Tonnes,2025,119.8745
Pakistan,Wheat,Production,Tonnes,2025,27469.2968
Pakistan,Cottonseed,Exports,Tonnes,2025,9.4186
Pakistan,Cottonseed,Area harvested,Hectares,2025,2242.265
Pakistan,Wheat,Exports,Tonnes,2025,49.9235
Pakistan,Roots and tubers,Area harvested,Hectares,2025,247.4757
Pakistan,Roots and tubers,Production,Tonnes,2026,1257.5709
Pakistan,Cottonseed,Production,Tonnes,2026,1305.7517
Pakistan,Roots and tubers,Exports,Tonnes,2026,116.0223
Pakistan,Wheat,Production,Tonnes,2026,28009.6135
Pakistan,Cottonseed,Exports,Tonnes,2026,9.4132
Pakistan,Cottonseed,Area harvested,Hectares,2026,2253.4107
Pakistan,Wheat,Area harvested,Hectares,2026,8890.5768
Pakistan,Wheat,Exports,Tonnes,2026,49.7106
Pakistan,Roots and tubers,Area harvested,Hectares,2026,249.6065
Pakistan,Roots and tubers,Production,Tonnes,2027,1286.2489
Pakistan,Cottonseed,Production,Tonnes,2027,1327.1571
Pakistan,Roots and tubers,Exports,Tonnes,2027,111.7086
Pakistan,Wheat,Production,Tonnes,2027,28524.8148
Pakistan,Cottonseed,Exports,Tonnes,2027,9.4098
Pakistan,Cottonseed,Area harvested,Hectares,2027,2265.2813
Pakistan,Wheat,Area harvested,Hectares,2027,8916.42
Pakistan,Wheat,Exports,Tonnes,2027,49.5989
Pakistan,Roots and tubers,Area harvested,Hectares,2027,251.5202
Pakistan,Roots and tubers,Production,Tonnes,2028,1316.7804
Pakistan,Cottonseed,Production,Tonnes,2028,1349.0739
Pakistan,Roots and tubers,Exports,Tonnes,2028,107.811
Pakistan,Wheat,Production,Tonnes,2028,29025.6672
Pakistan,Cottonseed,Exports,Tonnes,2028,9.4082
Pakistan,Cottonseed,Area harvested,Hectares,2028,2277.3058
Pakistan,Wheat,Area harvested,Hectares,2028,8937.1522
Pakistan,Wheat,Exports,Tonnes,2028,49.5586
Pakistan,Roots and tubers,Area harvested,Hectares,2028,253.5556
Pakistan,Roots and tubers,Production,Tonnes,2029,1347.1371
Pakistan,Cottonseed,Production,Tonnes,2029,1371.7788
Pakistan,Roots and tubers,Exports,Tonnes,2029,104.8404
Pakistan,Wheat,Production,Tonnes,2029,29520.3958
Pakistan,Cottonseed,Exports,Tonnes,2029,9.4081
Pakistan,Cottonseed,Area harvested,Hectares,2029,2289.8801
Pakistan,Wheat,Exports,Tonnes,2029,49.356
Pakistan,Roots and tubers,Area harvested,Hectares,2029,255.5353
Pakistan,Wheat,Area harvested,Hectares,2029,8953.3202
Pakistan,Roots and tubers,Production,Tonnes,2030,1379.0078
Pakistan,Cottonseed,Production,Tonnes,2030,1394.8213
Pakistan,Roots and tubers,Exports,Tonnes,2030,101.7053
Pakistan,Wheat,Production,Tonnes,2030,29995.7529
Pakistan,Cottonseed,Exports,Tonnes,2030,9.4081
Pakistan,Cottonseed,Area harvested,Hectares,2030,2302.3499
Pakistan,Wheat,Area harvested,Hectares,2030,8964.199
Pakistan,Wheat,Exports,Tonnes,2030,49.0313
Pakistan,Roots and tubers,Area harvested,Hectares,2030,257.6052
Paraguay,Wheat,Production,Tonnes,2015,1144
Paraguay,Cottonseed,Exports,Tonnes,2015,4.3
Paraguay,Roots and tubers,Production,Tonnes,2015,904.4226
Paraguay,Cottonseed,Area harvested,Hectares,2015,12
Paraguay,Wheat,Area harvested,Hectares,2015,520
Paraguay,Roots and tubers,Area harvested,Hectares,2015,187.1
Paraguay,Wheat,Exports,Tonnes,2015,1073.4954
Paraguay,Roots and tubers,Exports,Tonnes,2015,52.539
Paraguay,Cottonseed,Production,Tonnes,2015,5.3
Paraguay,Wheat,Production,Tonnes,2016,1020
Paraguay,Cottonseed,Exports,Tonnes,2016,2.898
Paraguay,Roots and tubers,Production,Tonnes,2016,931.5552
Paraguay,Cottonseed,Area harvested,Hectares,2016,10
Paraguay,Wheat,Area harvested,Hectares,2016,510
Paraguay,Roots and tubers,Area harvested,Hectares,2016,187.25
Paraguay,Wheat,Exports,Tonnes,2016,752.7744
Paraguay,Roots and tubers,Exports,Tonnes,2016,54.6212
Paraguay,Cottonseed,Production,Tonnes,2016,4.5
Paraguay,Wheat,Production,Tonnes,2017,722.4
Paraguay,Cottonseed,Exports,Tonnes,2017,2.636
Paraguay,Roots and tubers,Production,Tonnes,2017,959.5019
Paraguay,Cottonseed,Area harvested,Hectares,2017,10.1
Paraguay,Wheat,Area harvested,Hectares,2017,430
Paraguay,Roots and tubers,Area harvested,Hectares,2017,187.26
Paraguay,Wheat,Exports,Tonnes,2017,234.8591
Paraguay,Roots and tubers,Exports,Tonnes,2017,56.6637
Paraguay,Cottonseed,Production,Tonnes,2017,4.2358
Paraguay,Wheat,Production,Tonnes,2018,1358
Paraguay,Cottonseed,Exports,Tonnes,2018,2.636
Paraguay,Roots and tubers,Production,Tonnes,2018,988.2869
Paraguay,Cottonseed,Area harvested,Hectares,2018,10.201
Paraguay,Wheat,Area harvested,Hectares,2018,485
Paraguay,Roots and tubers,Area harvested,Hectares,2018,188.344
Paraguay,Wheat,Exports,Tonnes,2018,499.1073
Paraguay,Roots and tubers,Exports,Tonnes,2018,58.706
Paraguay,Cottonseed,Production,Tonnes,2018,4.2824
Paraguay,Wheat,Production,Tonnes,2019,1302.87
Paraguay,Cottonseed,Exports,Tonnes,2019,3.07
Paraguay,Roots and tubers,Production,Tonnes,2019,1017.9356
Paraguay,Cottonseed,Area harvested,Hectares,2019,10.099
Paraguay,Wheat,Area harvested,Hectares,2019,480.8
Paraguay,Roots and tubers,Area harvested,Hectares,2019,189.971
Paraguay,Wheat,Exports,Tonnes,2019,329.5863
Paraguay,Roots and tubers,Exports,Tonnes,2019,60.6984
Paraguay,Cottonseed,Production,Tonnes,2019,4.2396
Paraguay,Wheat,Production,Tonnes,2020,1250
Paraguay,Cottonseed,Exports,Tonnes,2020,2.4554
Paraguay,Roots and tubers,Production,Tonnes,2020,1048.4736
Paraguay,Cottonseed,Area harvested,Hectares,2020,9.897
Paraguay,Wheat,Area harvested,Hectares,2020,470
Paraguay,Roots and tubers,Area harvested,Hectares,2020,191.612
Paraguay,Wheat,Exports,Tonnes,2020,363.5061
Paraguay,Roots and tubers,Exports,Tonnes,2020,63.0159
Paraguay,Cottonseed,Production,Tonnes,2020,4.1555
Paraguay,Wheat,Production,Tonnes,2021,1203.1184
Paraguay,Cottonseed,Exports,Tonnes,2021,2.6789
Paraguay,Roots and tubers,Production,Tonnes,2021,1048.7157
Paraguay,Cottonseed,Area harvested,Hectares,2021,9.751
Paraguay,Wheat,Area harvested,Hectares,2021,451.2444
Paraguay,Roots and tubers,Area harvested,Hectares,2021,189.6728
Paraguay,Wheat,Exports,Tonnes,2021,504.3997
Paraguay,Roots and tubers,Exports,Tonnes,2021,58.8951
Paraguay,Cottonseed,Production,Tonnes,2021,4.2035
Paraguay,Wheat,Production,Tonnes,2022,1170.769
Paraguay,Cottonseed,Exports,Tonnes,2022,2.7355
Paraguay,Roots and tubers,Production,Tonnes,2022,1060.318
Paraguay,Cottonseed,Area harvested,Hectares,2022,9.8112
Paraguay,Wheat,Area harvested,Hectares,2022,438.0491
